name,ida_name,env_name_s,name_s,name_a,toggle_type,class_s,code_owner_s,computed_status_s,created_s,everyone_s,is_active_s,modified_s,module_s,note_s,num_courses_forced_off_s,num_courses_forced_on_s,num_orgs_forced_off_s,num_orgs_forced_on_s,toggle_type_s,creation_date_a,default_a,description_a,implementation_a,line_number_a,source_file_a,target_removal_date_a,tickets_a,url_a,use_cases_a,warning_a
FEATURES['DISABLE_LIBRARY_CREATION'],lms,stage,FEATURES['DISABLE_LIBRARY_CREATION'],,django_settings,,,,,,False,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['DISABLE_LIBRARY_CREATION'],lms,prod,FEATURES['DISABLE_LIBRARY_CREATION'],,django_settings,,,,,,False,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['DISABLE_LOGIN_BUTTON'],lms,edge,FEATURES['DISABLE_LOGIN_BUTTON'],FEATURES['DISABLE_LOGIN_BUTTON'],django_settings,,,,,,False,,,,,,,,django_settings,2013-12-03,False,"Removes the display of the login button in the navigation bar.
   Change is only at the UI level. Used in systems where login is automatic, eg MIT SSL",DjangoSetting,"[211, 211, 211, 211, 211, 211]",lms/envs/common.py,,,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L211-L211,['open_edx'],
FEATURES['DISABLE_LOGIN_BUTTON'],lms,stage,FEATURES['DISABLE_LOGIN_BUTTON'],FEATURES['DISABLE_LOGIN_BUTTON'],django_settings,,,,,,False,,,,,,,,django_settings,2013-12-03,False,"Removes the display of the login button in the navigation bar.
   Change is only at the UI level. Used in systems where login is automatic, eg MIT SSL",DjangoSetting,"[211, 211, 211, 211, 211, 211]",lms/envs/common.py,,,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L211-L211,['open_edx'],
FEATURES['DISABLE_LOGIN_BUTTON'],lms,prod,FEATURES['DISABLE_LOGIN_BUTTON'],FEATURES['DISABLE_LOGIN_BUTTON'],django_settings,,,,,,False,,,,,,,,django_settings,2013-12-03,False,"Removes the display of the login button in the navigation bar.
   Change is only at the UI level. Used in systems where login is automatic, eg MIT SSL",DjangoSetting,"[211, 211, 211, 211, 211, 211]",lms/envs/common.py,,,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L211-L211,['open_edx'],
FEATURES['DISABLE_MOBILE_COURSE_AVAILABLE'],lms,edge,FEATURES['DISABLE_MOBILE_COURSE_AVAILABLE'],FEATURES['DISABLE_MOBILE_COURSE_AVAILABLE'],django_settings,,,,,,False,,,,,,,,django_settings,2020-02-14,False,"Set to True to remove Mobile Course Available UI Flag from Studio's Advanced Settings
   page else Mobile Course Available UI Flag will be available on Studio side.",DjangoSetting,"[376, 376, 376, 376, 376, 376, 376]",cms/envs/common.py,,https://github.com/openedx/edx-platform/pull/23073,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L376-L376,['open_edx'],
FEATURES['DISABLE_MOBILE_COURSE_AVAILABLE'],lms,stage,FEATURES['DISABLE_MOBILE_COURSE_AVAILABLE'],FEATURES['DISABLE_MOBILE_COURSE_AVAILABLE'],django_settings,,,,,,True,,,,,,,,django_settings,2020-02-14,False,"Set to True to remove Mobile Course Available UI Flag from Studio's Advanced Settings
   page else Mobile Course Available UI Flag will be available on Studio side.",DjangoSetting,"[376, 376, 376, 376, 376, 376, 376]",cms/envs/common.py,,https://github.com/openedx/edx-platform/pull/23073,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L376-L376,['open_edx'],
FEATURES['DISABLE_MOBILE_COURSE_AVAILABLE'],lms,prod,FEATURES['DISABLE_MOBILE_COURSE_AVAILABLE'],FEATURES['DISABLE_MOBILE_COURSE_AVAILABLE'],django_settings,,,,,,True,,,,,,,,django_settings,2020-02-14,False,"Set to True to remove Mobile Course Available UI Flag from Studio's Advanced Settings
   page else Mobile Course Available UI Flag will be available on Studio side.",DjangoSetting,"[376, 376, 376, 376, 376, 376, 376]",cms/envs/common.py,,https://github.com/openedx/edx-platform/pull/23073,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L376-L376,['open_edx'],
FEATURES['DISABLE_START_DATES'],lms,edge,FEATURES['DISABLE_START_DATES'],FEATURES['DISABLE_START_DATES'],django_settings,,,,,,False,,,,,,,,django_settings,2012-07-24,False,"When True, all courses will be active, regardless of start
   date.",DjangoSetting,"[117, 117, 117, 117, 117, 117, 117, 117]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/17913,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L117-L117,['open_edx'],This will cause ALL courses to be immediately visible.
FEATURES['DISABLE_START_DATES'],lms,stage,FEATURES['DISABLE_START_DATES'],FEATURES['DISABLE_START_DATES'],django_settings,,,,,,False,,,,,,,,django_settings,2012-07-24,False,"When True, all courses will be active, regardless of start
   date.",DjangoSetting,"[117, 117, 117, 117, 117, 117, 117, 117]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/17913,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L117-L117,['open_edx'],This will cause ALL courses to be immediately visible.
FEATURES['DISABLE_START_DATES'],lms,prod,FEATURES['DISABLE_START_DATES'],FEATURES['DISABLE_START_DATES'],django_settings,,,,,,False,,,,,,,,django_settings,2012-07-24,False,"When True, all courses will be active, regardless of start
   date.",DjangoSetting,"[117, 117, 117, 117, 117, 117, 117, 117]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/17913,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L117-L117,['open_edx'],This will cause ALL courses to be immediately visible.
FEATURES['DISABLE_UNENROLLMENT'],lms,edge,FEATURES['DISABLE_UNENROLLMENT'],FEATURES['DISABLE_UNENROLLMENT'],django_settings,,,,,,False,,,,,,,,django_settings,2021-10-11,False,"Set to True to disable self-unenrollments via REST API.
   This also hides the ""Unenroll"" button on the Learner Dashboard.",DjangoSetting,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",lms/envs/common.py,,'https://github.com/open-craft/edx-platform/pull/429',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L1000-L1000,['open_edx'],"For consistency in user experience, keep the value in sync with the setting of the same name
   in the LMS and CMS."
FEATURES['DISABLE_UNENROLLMENT'],lms,stage,FEATURES['DISABLE_UNENROLLMENT'],FEATURES['DISABLE_UNENROLLMENT'],django_settings,,,,,,False,,,,,,,,django_settings,2021-10-11,False,"Set to True to disable self-unenrollments via REST API.
   This also hides the ""Unenroll"" button on the Learner Dashboard.",DjangoSetting,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",lms/envs/common.py,,'https://github.com/open-craft/edx-platform/pull/429',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L1000-L1000,['open_edx'],"For consistency in user experience, keep the value in sync with the setting of the same name
   in the LMS and CMS."
FEATURES['DISABLE_UNENROLLMENT'],lms,prod,FEATURES['DISABLE_UNENROLLMENT'],FEATURES['DISABLE_UNENROLLMENT'],django_settings,,,,,,False,,,,,,,,django_settings,2021-10-11,False,"Set to True to disable self-unenrollments via REST API.
   This also hides the ""Unenroll"" button on the Learner Dashboard.",DjangoSetting,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",lms/envs/common.py,,'https://github.com/open-craft/edx-platform/pull/429',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L1000-L1000,['open_edx'],"For consistency in user experience, keep the value in sync with the setting of the same name
   in the LMS and CMS."
FEATURES['DISPLAY_ANALYTICS_DEMOGRAPHICS'],lms,stage,FEATURES['DISPLAY_ANALYTICS_DEMOGRAPHICS'],,django_settings,,,,,,False,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['DISPLAY_ANALYTICS_DEMOGRAPHICS'],lms,prod,FEATURES['DISPLAY_ANALYTICS_DEMOGRAPHICS'],,django_settings,,,,,,False,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['DISPLAY_ANALYTICS_ENROLLMENTS'],lms,edge,FEATURES['DISPLAY_ANALYTICS_ENROLLMENTS'],FEATURES['DISPLAY_ANALYTICS_ENROLLMENTS'],django_settings,,,,,,False,,,,,,,,django_settings,2014-11-12,True,"Enable display of enrollment counts in instructor dashboard and
   analytics section.",DjangoSetting,"[13, 13, 13, 13, 13, 13, 13]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/5838,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L13-L13,['opt_out'],
FEATURES['DISPLAY_ANALYTICS_ENROLLMENTS'],lms,stage,FEATURES['DISPLAY_ANALYTICS_ENROLLMENTS'],FEATURES['DISPLAY_ANALYTICS_ENROLLMENTS'],django_settings,,,,,,False,,,,,,,,django_settings,2014-11-12,True,"Enable display of enrollment counts in instructor dashboard and
   analytics section.",DjangoSetting,"[13, 13, 13, 13, 13, 13, 13]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/5838,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L13-L13,['opt_out'],
FEATURES['DISPLAY_ANALYTICS_ENROLLMENTS'],lms,prod,FEATURES['DISPLAY_ANALYTICS_ENROLLMENTS'],FEATURES['DISPLAY_ANALYTICS_ENROLLMENTS'],django_settings,,,,,,False,,,,,,,,django_settings,2014-11-12,True,"Enable display of enrollment counts in instructor dashboard and
   analytics section.",DjangoSetting,"[13, 13, 13, 13, 13, 13, 13]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/5838,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L13-L13,['opt_out'],
FEATURES['DISPLAY_DEBUG_INFO_TO_STAFF'],lms,edge,FEATURES['DISPLAY_DEBUG_INFO_TO_STAFF'],FEATURES['DISPLAY_DEBUG_INFO_TO_STAFF'],django_settings,,,,,,True,,,,,,,,django_settings,2015-09-04,True,"Add a ""Staff Debug"" button to course modules for debugging
   by course staff.",DjangoSetting,"[94, 94, 94, 94, 94, 94, 94]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2425,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L94-L94,['open_edx'],
FEATURES['DISPLAY_DEBUG_INFO_TO_STAFF'],lms,stage,FEATURES['DISPLAY_DEBUG_INFO_TO_STAFF'],FEATURES['DISPLAY_DEBUG_INFO_TO_STAFF'],django_settings,,,,,,True,,,,,,,,django_settings,2015-09-04,True,"Add a ""Staff Debug"" button to course modules for debugging
   by course staff.",DjangoSetting,"[94, 94, 94, 94, 94, 94, 94]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2425,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L94-L94,['open_edx'],
FEATURES['DISPLAY_DEBUG_INFO_TO_STAFF'],lms,prod,FEATURES['DISPLAY_DEBUG_INFO_TO_STAFF'],FEATURES['DISPLAY_DEBUG_INFO_TO_STAFF'],django_settings,,,,,,True,,,,,,,,django_settings,2015-09-04,True,"Add a ""Staff Debug"" button to course modules for debugging
   by course staff.",DjangoSetting,"[94, 94, 94, 94, 94, 94, 94]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2425,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L94-L94,['open_edx'],
FEATURES['DISPLAY_HISTOGRAMS_TO_STAFF'],lms,edge,FEATURES['DISPLAY_HISTOGRAMS_TO_STAFF'],FEATURES['DISPLAY_HISTOGRAMS_TO_STAFF'],django_settings,,,,,,False,,,,,,,,django_settings,2014-02-13,False,This displays histograms in the Staff Debug Info panel to course staff.,DjangoSetting,"[104, 104, 104, 104, 104, 104, 104, 104]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2425,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L104-L104,['open_edx'],"Generating histograms requires scanning the courseware_studentmodule table on each view. This
   can make staff access to courseware very slow on large courses."
FEATURES['DISPLAY_HISTOGRAMS_TO_STAFF'],lms,stage,FEATURES['DISPLAY_HISTOGRAMS_TO_STAFF'],FEATURES['DISPLAY_HISTOGRAMS_TO_STAFF'],django_settings,,,,,,False,,,,,,,,django_settings,2014-02-13,False,This displays histograms in the Staff Debug Info panel to course staff.,DjangoSetting,"[104, 104, 104, 104, 104, 104, 104, 104]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2425,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L104-L104,['open_edx'],"Generating histograms requires scanning the courseware_studentmodule table on each view. This
   can make staff access to courseware very slow on large courses."
FEATURES['DISPLAY_HISTOGRAMS_TO_STAFF'],lms,prod,FEATURES['DISPLAY_HISTOGRAMS_TO_STAFF'],FEATURES['DISPLAY_HISTOGRAMS_TO_STAFF'],django_settings,,,,,,False,,,,,,,,django_settings,2014-02-13,False,This displays histograms in the Staff Debug Info panel to course staff.,DjangoSetting,"[104, 104, 104, 104, 104, 104, 104, 104]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2425,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L104-L104,['open_edx'],"Generating histograms requires scanning the courseware_studentmodule table on each view. This
   can make staff access to courseware very slow on large courses."
FEATURES['EDITABLE_SHORT_DESCRIPTION'],lms,edge,FEATURES['EDITABLE_SHORT_DESCRIPTION'],FEATURES['EDITABLE_SHORT_DESCRIPTION'],django_settings,,,,,,False,,,,,,,,django_settings,2014-02-13,True,"This feature flag allows editing of short descriptions on the Schedule & Details page in
   Open edX Studio. Set to False if you want to disable the editing of the course short description.",DjangoSetting,"[221, 221, 221, 221, 221, 221, 221]",cms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2334,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L221-L221,['open_edx'],
FEATURES['EDITABLE_SHORT_DESCRIPTION'],lms,stage,FEATURES['EDITABLE_SHORT_DESCRIPTION'],FEATURES['EDITABLE_SHORT_DESCRIPTION'],django_settings,,,,,,False,,,,,,,,django_settings,2014-02-13,True,"This feature flag allows editing of short descriptions on the Schedule & Details page in
   Open edX Studio. Set to False if you want to disable the editing of the course short description.",DjangoSetting,"[221, 221, 221, 221, 221, 221, 221]",cms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2334,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L221-L221,['open_edx'],
FEATURES['EDITABLE_SHORT_DESCRIPTION'],lms,prod,FEATURES['EDITABLE_SHORT_DESCRIPTION'],FEATURES['EDITABLE_SHORT_DESCRIPTION'],django_settings,,,,,,False,,,,,,,,django_settings,2014-02-13,True,"This feature flag allows editing of short descriptions on the Schedule & Details page in
   Open edX Studio. Set to False if you want to disable the editing of the course short description.",DjangoSetting,"[221, 221, 221, 221, 221, 221, 221]",cms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2334,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L221-L221,['open_edx'],
FEATURES['EMBARGO'],lms,edge,FEATURES['EMBARGO'],FEATURES['EMBARGO'],django_settings,,,,,,True,,,,,,,,django_settings,2014-02-27,False,"Turns on embargo functionality, which blocks users from
   the site or courses based on their location. Embargo can restrict users by states
   and whitelist/blacklist (IP Addresses (ie. 10.0.0.0), Networks (ie. 10.0.0.0/24)), or the user profile country.",DjangoSetting,"[439, 439, 439, 439, 439, 439, 439, 439, 439]",lms/envs/common.py,None,https://github.com/openedx/edx-platform/pull/2749,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L439-L439,['open_edx'],"reverse proxy should be configured appropriately for example Client IP address headers
   (e.g HTTP_X_FORWARDED_FOR) should be configured."
FEATURES['EMBARGO'],lms,stage,FEATURES['EMBARGO'],FEATURES['EMBARGO'],django_settings,,,,,,True,,,,,,,,django_settings,2014-02-27,False,"Turns on embargo functionality, which blocks users from
   the site or courses based on their location. Embargo can restrict users by states
   and whitelist/blacklist (IP Addresses (ie. 10.0.0.0), Networks (ie. 10.0.0.0/24)), or the user profile country.",DjangoSetting,"[439, 439, 439, 439, 439, 439, 439, 439, 439]",lms/envs/common.py,None,https://github.com/openedx/edx-platform/pull/2749,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L439-L439,['open_edx'],"reverse proxy should be configured appropriately for example Client IP address headers
   (e.g HTTP_X_FORWARDED_FOR) should be configured."
FEATURES['EMBARGO'],lms,prod,FEATURES['EMBARGO'],FEATURES['EMBARGO'],django_settings,,,,,,True,,,,,,,,django_settings,2014-02-27,False,"Turns on embargo functionality, which blocks users from
   the site or courses based on their location. Embargo can restrict users by states
   and whitelist/blacklist (IP Addresses (ie. 10.0.0.0), Networks (ie. 10.0.0.0/24)), or the user profile country.",DjangoSetting,"[439, 439, 439, 439, 439, 439, 439, 439, 439]",lms/envs/common.py,None,https://github.com/openedx/edx-platform/pull/2749,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L439-L439,['open_edx'],"reverse proxy should be configured appropriately for example Client IP address headers
   (e.g HTTP_X_FORWARDED_FOR) should be configured."
FEATURES['ENABLE_ACCOUNT_DELETION'],lms,edge,FEATURES['ENABLE_ACCOUNT_DELETION'],FEATURES['ENABLE_ACCOUNT_DELETION'],django_settings,,,,,,True,,,,,,,,django_settings,2018-06-01,True,"Whether to display the account deletion section on Account Settings page. Set to False to
   hide this section.",DjangoSetting,"[847, 847, 847, 847, 847, 847, 847]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/18298,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L847-L847,['open_edx'],
FEATURES['ENABLE_ACCOUNT_DELETION'],lms,stage,FEATURES['ENABLE_ACCOUNT_DELETION'],FEATURES['ENABLE_ACCOUNT_DELETION'],django_settings,,,,,,True,,,,,,,,django_settings,2018-06-01,True,"Whether to display the account deletion section on Account Settings page. Set to False to
   hide this section.",DjangoSetting,"[847, 847, 847, 847, 847, 847, 847]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/18298,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L847-L847,['open_edx'],
FEATURES['ENABLE_ACCOUNT_DELETION'],lms,prod,FEATURES['ENABLE_ACCOUNT_DELETION'],FEATURES['ENABLE_ACCOUNT_DELETION'],django_settings,,,,,,True,,,,,,,,django_settings,2018-06-01,True,"Whether to display the account deletion section on Account Settings page. Set to False to
   hide this section.",DjangoSetting,"[847, 847, 847, 847, 847, 847, 847]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/18298,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L847-L847,['open_edx'],
FEATURES['ENABLE_ANALYTICS_ACTIVE_COUNT'],lms,edge,FEATURES['ENABLE_ANALYTICS_ACTIVE_COUNT'],,django_settings,,,,,,True,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['ENABLE_ANALYTICS_ACTIVE_COUNT'],lms,stage,FEATURES['ENABLE_ANALYTICS_ACTIVE_COUNT'],,django_settings,,,,,,True,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['ENABLE_ANALYTICS_ACTIVE_COUNT'],lms,prod,FEATURES['ENABLE_ANALYTICS_ACTIVE_COUNT'],,django_settings,,,,,,True,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['ENABLE_ANNOUNCEMENTS'],lms,edge,FEATURES['ENABLE_ANNOUNCEMENTS'],FEATURES['ENABLE_ANNOUNCEMENTS'],django_settings,,,,,,False,,,,,,,,django_settings,2017-11-08,False,"This feature can be enabled to show system wide announcements
       on the sidebar of the learner dashboard. Announcements can be created by Global Staff
       users on maintenance dashboard of studio. Maintenance dashboard can accessed at
       https://{studio.domain}/maintenance",SettingDictToggle,"[5, 5, 5, 5, 5, 5, 5, 5]",openedx/features/announcements/settings/common.py,,https://github.com/openedx/edx-platform/pull/16496,https://github.com/openedx/edx-platform/blob/master/openedx/features/announcements/settings/common.py#L5-L5,['open_edx'],TinyMCE is needed to show an editor in the studio.
FEATURES['ENABLE_ANNOUNCEMENTS'],lms,stage,FEATURES['ENABLE_ANNOUNCEMENTS'],FEATURES['ENABLE_ANNOUNCEMENTS'],django_settings,,,,,,False,,,,,,,,django_settings,2017-11-08,False,"This feature can be enabled to show system wide announcements
       on the sidebar of the learner dashboard. Announcements can be created by Global Staff
       users on maintenance dashboard of studio. Maintenance dashboard can accessed at
       https://{studio.domain}/maintenance",SettingDictToggle,"[5, 5, 5, 5, 5, 5, 5, 5]",openedx/features/announcements/settings/common.py,,https://github.com/openedx/edx-platform/pull/16496,https://github.com/openedx/edx-platform/blob/master/openedx/features/announcements/settings/common.py#L5-L5,['open_edx'],TinyMCE is needed to show an editor in the studio.
FEATURES['ENABLE_ANNOUNCEMENTS'],lms,prod,FEATURES['ENABLE_ANNOUNCEMENTS'],FEATURES['ENABLE_ANNOUNCEMENTS'],django_settings,,,,,,False,,,,,,,,django_settings,2017-11-08,False,"This feature can be enabled to show system wide announcements
       on the sidebar of the learner dashboard. Announcements can be created by Global Staff
       users on maintenance dashboard of studio. Maintenance dashboard can accessed at
       https://{studio.domain}/maintenance",SettingDictToggle,"[5, 5, 5, 5, 5, 5, 5, 5]",openedx/features/announcements/settings/common.py,,https://github.com/openedx/edx-platform/pull/16496,https://github.com/openedx/edx-platform/blob/master/openedx/features/announcements/settings/common.py#L5-L5,['open_edx'],TinyMCE is needed to show an editor in the studio.
FEATURES['ENABLE_API_DOCS'],lms,stage,FEATURES['ENABLE_API_DOCS'],,django_settings,,,,,,True,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['ENABLE_API_DOCS'],lms,prod,FEATURES['ENABLE_API_DOCS'],,django_settings,,,,,,False,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['ENABLE_ASYNC_ANSWER_DISTRIBUTION'],lms,edge,FEATURES['ENABLE_ASYNC_ANSWER_DISTRIBUTION'],,django_settings,,,,,,True,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['ENABLE_ASYNC_ANSWER_DISTRIBUTION'],lms,stage,FEATURES['ENABLE_ASYNC_ANSWER_DISTRIBUTION'],,django_settings,,,,,,True,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['ENABLE_ASYNC_ANSWER_DISTRIBUTION'],lms,prod,FEATURES['ENABLE_ASYNC_ANSWER_DISTRIBUTION'],,django_settings,,,,,,True,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['ENABLE_AUTHN_MICROFRONTEND'],lms,edge,FEATURES['ENABLE_AUTHN_MICROFRONTEND'],FEATURES['ENABLE_AUTHN_MICROFRONTEND'],django_settings,,,,,,True,,,,,,,,django_settings,2020-09-08,False,Supports staged rollout of a new micro-frontend-based implementation of the logistration.,DjangoSetting,"[871, 871, 871, 871, 871, 871, 871, 871, 871]",lms/envs/common.py,None,'https://github.com/openedx/edx-platform/pull/24908',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L871-L871,"['temporary', 'open_edx']","Also set settings.AUTHN_MICROFRONTEND_URL for rollout. This temporary feature
   toggle does not have a target removal date."
FEATURES['ENABLE_AUTHN_MICROFRONTEND'],lms,stage,FEATURES['ENABLE_AUTHN_MICROFRONTEND'],FEATURES['ENABLE_AUTHN_MICROFRONTEND'],django_settings,,,,,,True,,,,,,,,django_settings,2020-09-08,False,Supports staged rollout of a new micro-frontend-based implementation of the logistration.,DjangoSetting,"[871, 871, 871, 871, 871, 871, 871, 871, 871]",lms/envs/common.py,None,'https://github.com/openedx/edx-platform/pull/24908',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L871-L871,"['temporary', 'open_edx']","Also set settings.AUTHN_MICROFRONTEND_URL for rollout. This temporary feature
   toggle does not have a target removal date."
FEATURES['ENABLE_AUTHN_MICROFRONTEND'],lms,prod,FEATURES['ENABLE_AUTHN_MICROFRONTEND'],FEATURES['ENABLE_AUTHN_MICROFRONTEND'],django_settings,,,,,,True,,,,,,,,django_settings,2020-09-08,False,Supports staged rollout of a new micro-frontend-based implementation of the logistration.,DjangoSetting,"[871, 871, 871, 871, 871, 871, 871, 871, 871]",lms/envs/common.py,None,'https://github.com/openedx/edx-platform/pull/24908',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L871-L871,"['temporary', 'open_edx']","Also set settings.AUTHN_MICROFRONTEND_URL for rollout. This temporary feature
   toggle does not have a target removal date."
FEATURES['ENABLE_AUTOADVANCE_VIDEOS'],lms,edge,FEATURES['ENABLE_AUTOADVANCE_VIDEOS'],,django_settings,,,,,,False,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['ENABLE_AUTOADVANCE_VIDEOS'],lms,stage,FEATURES['ENABLE_AUTOADVANCE_VIDEOS'],,django_settings,,,,,,False,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['ENABLE_AUTOADVANCE_VIDEOS'],lms,prod,FEATURES['ENABLE_AUTOADVANCE_VIDEOS'],,django_settings,,,,,,False,,,,,,,,django_settings,,,,,,,,,,,
FEATURES['ENABLE_AUTOMATED_SIGNUPS_EXTRA_FIELDS'],lms,edge,FEATURES['ENABLE_AUTOMATED_SIGNUPS_EXTRA_FIELDS'],FEATURES['ENABLE_AUTOMATED_SIGNUPS_EXTRA_FIELDS'],django_settings,,,,,,False,,,,,,,,django_settings,2021-10-26,False,"When True, the CSV file that contains a list of
   new accounts to create and register for a course in the membership
   tab of the instructor dashboard will accept the cohort name to
   assign the new user and the enrollment course mode.",DjangoSetting,"[74, 74, 74, 74, 74, 74, 74]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/21260,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L74-L74,['open_edx'],
FEATURES['ENABLE_AUTOMATED_SIGNUPS_EXTRA_FIELDS'],lms,stage,FEATURES['ENABLE_AUTOMATED_SIGNUPS_EXTRA_FIELDS'],FEATURES['ENABLE_AUTOMATED_SIGNUPS_EXTRA_FIELDS'],django_settings,,,,,,False,,,,,,,,django_settings,2021-10-26,False,"When True, the CSV file that contains a list of
   new accounts to create and register for a course in the membership
   tab of the instructor dashboard will accept the cohort name to
   assign the new user and the enrollment course mode.",DjangoSetting,"[74, 74, 74, 74, 74, 74, 74]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/21260,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L74-L74,['open_edx'],
FEATURES['ENABLE_AUTOMATED_SIGNUPS_EXTRA_FIELDS'],lms,prod,FEATURES['ENABLE_AUTOMATED_SIGNUPS_EXTRA_FIELDS'],FEATURES['ENABLE_AUTOMATED_SIGNUPS_EXTRA_FIELDS'],django_settings,,,,,,False,,,,,,,,django_settings,2021-10-26,False,"When True, the CSV file that contains a list of
   new accounts to create and register for a course in the membership
   tab of the instructor dashboard will accept the cohort name to
   assign the new user and the enrollment course mode.",DjangoSetting,"[74, 74, 74, 74, 74, 74, 74]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/21260,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L74-L74,['open_edx'],
FEATURES['ENABLE_BULK_ENROLLMENT_VIEW'],lms,edge,FEATURES['ENABLE_BULK_ENROLLMENT_VIEW'],FEATURES['ENABLE_BULK_ENROLLMENT_VIEW'],django_settings,,,,,,False,,,,,,,,django_settings,2017-07-15,False,"When set to True the bulk enrollment view is enabled and one can use it to enroll multiple
   users in a course using bulk enrollment API endpoint (/api/bulk_enroll/v1/bulk_enroll).",DjangoSetting,"[807, 807, 807, 807, 807, 807, 807]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/15006,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L807-L807,['open_edx'],
